employee_id,department,date,hours_worked,units_completed,productivity
EMP00002,Packaging,2025-09-17 22:51:23.689179,9.520036763037211,363,94.7618841828739
EMP00011,Packaging,2025-09-18 22:51:23.689179,7.87773855555744,428,78.08043441050404
EMP00017,Testing,2025-09-19 22:51:23.689179,8.103926970462556,106,93.26001113352152
EMP00022,Assembly,2025-09-20 22:51:23.689179,7.258468125871781,127,82.92974287227236
EMP00029,QC,2025-09-21 22:51:23.689179,6.992842248200896,52,103.44531457342603
EMP00005,QC,2025-09-22 22:51:23.689179,6.148996933454551,498,97.45252044466193
EMP00007,Maintenance,2025-09-23 22:51:23.689179,6.095668342894697,308,85.09769210440967
EMP00024,QC,2025-09-24 22:51:23.689179,9.219974386423818,119,76.49267875579916
EMP00038,QC,2025-09-25 22:51:23.689179,6.439754265655987,226,82.10514535367975
EMP00008,Packaging,2025-09-26 22:51:23.689179,7.057202416639196,242,71.54834480660897
EMP00033,Testing,2025-09-27 22:51:23.689179,6.495968774740202,132,77.05027311073121
EMP00018,Testing,2025-09-28 22:51:23.689179,6.8365401546135365,371,74.15800422507095
EMP00009,Testing,2025-09-29 22:51:23.689179,6.15034077724357,364,70.03438497802837
EMP00044,Assembly,2025-09-30 22:51:23.689179,6.100446797324892,417,103.3584428080204
EMP00010,QC,2025-10-01 22:51:23.689179,9.115336476994297,493,84.66499298975067
EMP00009,Testing,2025-10-02 22:51:23.689179,8.302920676951066,144,99.20350976711282
EMP00039,Maintenance,2025-10-03 22:51:23.689179,8.804763764435544,118,87.30161626165882
EMP00007,QC,2025-10-04 22:51:23.689179,9.13518623869437,300,83.63196667169747
EMP00035,Assembly,2025-10-05 22:51:23.689179,6.448831746708931,388,90.60669240104555
EMP00044,Testing,2025-10-06 22:51:23.689179,6.72250774755601,285,93.62511109149168
EMP00016,Assembly,2025-10-07 22:51:23.689179,8.276170452330227,193,71.41291838306805
EMP00036,Packaging,2025-10-08 22:51:23.689179,6.47190206757008,492,74.97631319535971
EMP00006,Assembly,2025-10-09 22:51:23.689179,9.59059275753543,324,101.5005171356038
EMP00017,QC,2025-10-10 22:51:23.689179,9.837117911802267,346,89.6808370896988
EMP00042,Testing,2025-10-11 22:51:23.689179,6.23254745118653,447,96.65271329098307
EMP00036,Maintenance,2025-10-12 22:51:23.689179,6.036098252678002,380,89.26096272020183
EMP00025,Maintenance,2025-10-13 22:51:23.689179,9.525710500426769,444,84.13497376178904
EMP00011,Maintenance,2025-10-14 22:51:23.689179,8.109472709900913,311,90.1950514828281
EMP00034,Testing,2025-10-15 22:51:23.689179,6.361365016779253,255,74.90120358755354
EMP00008,Testing,2025-10-16 22:51:23.689179,9.285321425911318,368,95.24644340738749
EMP00030,Assembly,2025-10-17 22:51:23.689179,8.376471542146609,488,92.31838296850846
EMP00048,Assembly,2025-10-18 22:51:23.689179,6.644439408565898,462,80.0071850435549
EMP00042,Testing,2025-10-19 22:51:23.689179,7.122643539261475,314,92.4231448071488
EMP00040,Assembly,2025-10-20 22:51:23.689179,7.379107229155126,462,82.93357826793049
EMP00003,Assembly,2025-10-21 22:51:23.689179,6.298748813019827,226,90.86584731347338
EMP00044,Assembly,2025-10-22 22:51:23.689179,8.043829836768433,145,89.24355147261883
EMP00024,Packaging,2025-10-23 22:51:23.689179,7.9509375017404595,194,102.2103623504538
EMP00032,Testing,2025-10-24 22:51:23.689179,6.219614433347887,97,95.70214746755843
EMP00034,Testing,2025-10-25 22:51:23.689179,6.002249286455042,117,73.72699685574594
EMP00009,Maintenance,2025-10-26 22:51:23.689179,9.261988144520807,88,76.1132627193846
EMP00029,Testing,2025-10-27 22:51:23.689179,6.227651889240091,110,100.79877562262408
EMP00047,Packaging,2025-10-28 22:51:23.689179,6.151156483742545,180,103.54760558131638
EMP00042,QC,2025-10-29 22:51:23.689179,6.647339691288422,306,83.59287172737966
EMP00001,QC,2025-10-30 22:51:23.689179,6.128703638744103,103,87.55823360460506
EMP00016,Assembly,2025-10-31 22:51:23.689179,8.625795654350767,457,74.95465655255352
EMP00027,QC,2025-11-01 22:51:23.689179,8.120264594877028,362,86.36393417938858
EMP00049,Maintenance,2025-11-02 22:51:23.689179,7.407014478737656,138,73.49544271629686
EMP00048,Assembly,2025-11-03 22:51:23.689179,9.786538477624502,109,84.30087661238156
EMP00023,Testing,2025-11-04 22:51:23.689179,7.4918575532258895,402,72.20743791300261
EMP00038,Testing,2025-11-05 22:51:23.689179,9.895678442149535,284,78.26839337497069
EMP00033,Maintenance,2025-11-06 22:51:23.689179,9.307860898968904,130,71.8824584426581
EMP00032,Maintenance,2025-11-07 22:51:23.689179,8.453831355090259,432,84.99809931050223
EMP00024,Assembly,2025-11-08 22:51:23.689179,7.116128237457206,389,78.53393301225833
EMP00025,Maintenance,2025-11-09 22:51:23.689179,6.168135974477062,340,83.79094835034971
EMP00001,Testing,2025-11-10 22:51:23.689179,8.122888539880176,365,92.2738620854061
EMP00014,Packaging,2025-11-11 22:51:23.689179,6.140848764285617,128,76.08320089709586
EMP00039,QC,2025-11-12 22:51:23.689179,6.200929419936468,296,89.00423821939438
EMP00006,Maintenance,2025-11-13 22:51:23.689179,6.661250963989331,216,92.03633083126806
EMP00050,Assembly,2025-11-14 22:51:23.689179,9.678986029768994,186,83.9943798111675
EMP00036,QC,2025-11-15 22:51:23.689179,7.591697964710777,463,77.13729452383495
EMP00021,QC,2025-11-16 22:51:23.689179,9.182247098826377,420,79.62644948785959
EMP00046,Packaging,2025-11-17 22:51:23.689179,6.635219965574192,368,82.08282524523273
EMP00037,Testing,2025-11-18 22:51:23.689179,8.213117548224053,343,86.33269247257292
EMP00037,Packaging,2025-11-19 22:51:23.689179,7.896821047269521,177,81.84202276486275
EMP00048,Packaging,2025-11-20 22:51:23.689179,6.1512165126918354,169,103.21031845083716
EMP00020,Assembly,2025-11-21 22:51:23.689179,8.704902893987661,60,99.11201587830345
EMP00035,QC,2025-11-22 22:51:23.689179,6.278173756077548,198,79.8233804475295
EMP00022,QC,2025-11-23 22:51:23.689179,9.549140877139363,449,71.22739638888379
EMP00003,Maintenance,2025-11-24 22:51:23.689179,6.156345882066733,159,99.64753980701977
EMP00018,Maintenance,2025-11-25 22:51:23.689179,9.990084703370282,282,87.84934962426
EMP00030,Testing,2025-11-26 22:51:23.689179,7.651334543349655,462,78.73467016070074
EMP00033,Packaging,2025-11-27 22:51:23.689179,8.963175769046149,470,83.7922830304442
EMP00050,QC,2025-11-28 22:51:23.689179,6.878023615410122,489,75.74409717281327
EMP00008,QC,2025-11-29 22:51:23.689179,9.669220437745714,396,101.93174302516148
EMP00035,Assembly,2025-11-30 22:51:23.689179,6.583049354498561,385,101.89032112487504
EMP00045,Maintenance,2025-12-01 22:51:23.689179,6.729347764146553,151,79.20512152718192
EMP00015,Packaging,2025-12-02 22:51:23.689179,7.419065963997986,237,96.75577916068244
EMP00042,Packaging,2025-12-03 22:51:23.689179,7.810249868039305,208,72.69187324394086
EMP00003,Maintenance,2025-12-04 22:51:23.689179,7.020822888736428,146,97.60180176442034
EMP00030,Assembly,2025-12-05 22:51:23.689179,9.98451500129286,195,74.84032827862303
EMP00029,Packaging,2025-12-06 22:51:23.689179,7.589335131081707,229,91.95123313971881
EMP00018,QC,2025-12-07 22:51:23.689179,6.754066029746223,196,87.97124396685963
EMP00006,Testing,2025-12-08 22:51:23.689179,6.10923869421627,442,72.4915787820914
EMP00049,Assembly,2025-12-09 22:51:23.689179,8.057973599440832,440,83.85981224964952
EMP00023,Assembly,2025-12-10 22:51:23.689179,9.083538934320625,358,81.25875441464224
EMP00013,Testing,2025-12-11 22:51:23.689179,8.101545285904415,414,104.44617744500258
EMP00040,Maintenance,2025-12-12 22:51:23.689179,6.995627339632662,388,92.1852677138091
EMP00015,Packaging,2025-12-13 22:51:23.689179,6.053625506741329,85,97.13459918678353
EMP00008,Packaging,2025-12-14 22:51:23.689179,7.8695311279419276,191,71.61953704410354
EMP00038,Packaging,2025-12-15 22:51:23.689179,7.1579011569797295,420,90.4551851958612
EMP00035,Testing,2025-12-16 22:51:23.689179,6.64860764233101,81,86.33774854321558
EMP00010,Assembly,2025-12-17 22:51:23.689179,8.847084228580144,118,72.07277725621204
EMP00029,QC,2025-12-18 22:51:23.689179,8.826106765956395,463,72.83064429904067
EMP00042,Assembly,2025-12-19 22:51:23.689179,6.778147990796654,194,88.24756468443708
EMP00010,QC,2025-12-20 22:51:23.689179,9.198029279274778,194,70.61826284451612
EMP00031,Assembly,2025-12-21 22:51:23.689179,7.831735548805645,143,104.48804192146437
EMP00034,QC,2025-12-22 22:51:23.689179,8.005865408508612,104,94.49661190510109
EMP00009,Testing,2025-12-23 22:51:23.689179,9.148491672052486,384,71.09205947098955
EMP00040,QC,2025-12-24 22:51:23.689179,6.558447956057366,432,88.91130644201954
EMP00025,Maintenance,2025-12-25 22:51:23.689179,8.48586973265163,378,100.43125735728282
EMP00041,Assembly,2025-12-26 22:51:23.689179,7.728010199963806,430,98.59893161525059
EMP00034,Packaging,2025-12-27 22:51:23.689179,9.805434147835765,58,71.15489788534904
EMP00032,Testing,2025-12-28 22:51:23.689179,8.214884252801927,481,81.31281174647829
EMP00014,Packaging,2025-12-29 22:51:23.689179,6.232405509647902,286,78.06965423624081
EMP00038,QC,2025-12-30 22:51:23.689179,6.4163103188845065,458,75.67502372030201
EMP00003,Assembly,2025-12-31 22:51:23.689179,7.794989889812625,391,72.8948038227238
EMP00013,Assembly,2026-01-01 22:51:23.689179,7.238792304459521,466,93.88098856824321
EMP00001,Maintenance,2026-01-02 22:51:23.689179,6.326067868087256,130,88.51033422653242
EMP00050,Assembly,2026-01-03 22:51:23.689179,7.741996277850511,399,97.60124982877159
EMP00035,QC,2026-01-04 22:51:23.689179,9.62698639588715,178,82.41264370273579
EMP00013,Assembly,2026-01-05 22:51:23.689179,7.764691370730583,300,70.68182407931792
EMP00005,Packaging,2026-01-06 22:51:23.689179,9.473416331555716,157,95.69495203067213
EMP00031,Packaging,2026-01-07 22:51:23.689179,7.217936443907162,141,97.1421662937029
EMP00026,Testing,2026-01-08 22:51:23.689179,9.295314874877093,460,81.9534668755699
EMP00037,Testing,2026-01-09 22:51:23.689179,9.672981140284481,78,99.84350681235186
EMP00027,Maintenance,2026-01-10 22:51:23.689179,9.36586258474574,321,101.84598358869819
EMP00042,Testing,2026-01-11 22:51:23.689179,9.685603033797841,288,104.40823096966454
EMP00030,Packaging,2026-01-12 22:51:23.689179,7.196791729696946,468,80.30353227477742
EMP00030,Assembly,2026-01-13 22:51:23.689179,9.233840745208475,324,78.34334321414751
EMP00009,Maintenance,2026-01-14 22:51:23.689179,9.237156482403268,261,82.64475982608293
