date,product,department,units_produced,defective_units,machine_hours,downtime
2025-10-18 22:51:23.682217,Gadget X,Maintenance,857,94,14.347180179257847,0.5099887433424094
2025-10-19 22:51:23.682217,Widget C,Assembly,1806,25,8.176685445763784,1.2113013276779867
2025-10-20 22:51:23.682217,Widget A,Testing,1016,75,20.364615794076055,3.828080511492922
2025-10-21 22:51:23.682217,Widget A,Assembly,1158,20,14.421548894389273,4.688182555337842
2025-10-22 22:51:23.682217,Widget A,Packaging,1068,65,15.891041615398262,3.295667736936463
2025-10-23 22:51:23.682217,Widget A,Packaging,1502,15,14.271088448305257,2.6596393124997424
2025-10-24 22:51:23.682217,Widget B,Testing,971,46,12.717198464578487,4.756891014374874
2025-10-25 22:51:23.682217,Widget B,Assembly,1771,73,20.67322458442657,1.563271829478297
2025-10-26 22:51:23.682217,Widget B,Testing,1029,94,21.051140575193838,3.7476979915777644
2025-10-27 22:51:23.682217,Widget A,Packaging,1683,35,22.317331089049397,3.817500322107206
2025-10-28 22:51:23.682217,Widget B,Assembly,1531,29,23.65629227935686,3.7424431842077293
2025-10-29 22:51:23.682217,Widget B,QC,1461,75,16.495367069944415,1.9197483877971218
2025-10-30 22:51:23.682217,Widget B,QC,1763,54,19.572587483808025,0.6780284889644977
2025-10-31 22:51:23.682217,Gadget Y,QC,1585,8,14.592856031342043,2.768772319091433
2025-11-01 22:51:23.682217,Gadget X,Packaging,1459,33,22.44436856744093,0.6247840694740209
2025-11-02 22:51:23.682217,Widget C,Packaging,1553,93,23.099960267809376,1.7256997350529928
2025-11-03 22:51:23.682217,Widget B,Maintenance,587,17,16.827932611297996,1.6983569308193913
2025-11-04 22:51:23.682217,Gadget X,Testing,571,27,22.442606873781642,4.148403268627692
2025-11-05 22:51:23.682217,Widget A,Testing,1212,30,12.176405142540462,1.167367501464266
2025-11-06 22:51:23.682217,Gadget Y,Assembly,1875,20,12.108942157505803,0.9009820626304144
2025-11-07 22:51:23.682217,Widget B,QC,777,14,13.274106205365422,3.5267909764926735
2025-11-08 22:51:23.682217,Gadget X,Packaging,1284,20,20.23145435102387,1.0051400754168638
2025-11-09 22:51:23.682217,Widget A,Testing,1734,61,13.994263559459181,2.1027300468603496
2025-11-10 22:51:23.682217,Widget A,Maintenance,745,57,21.74279595603827,0.014191377332375965
2025-11-11 22:51:23.682217,Gadget X,QC,1601,41,23.57514546638143,0.4919282710403605
2025-11-12 22:51:23.682217,Widget B,Packaging,998,30,19.04523673697662,4.077368102974013
2025-11-13 22:51:23.682217,Widget B,QC,869,88,23.38833212875917,2.541251584877142
2025-11-14 22:51:23.682217,Gadget X,Assembly,1749,56,14.121699457928319,4.773182945227464
2025-11-15 22:51:23.682217,Gadget X,Packaging,1292,60,10.03190206110259,4.660255182624958
2025-11-16 22:51:23.682217,Gadget Y,QC,1955,24,21.988541078643824,4.8917749002276665
2025-11-17 22:51:23.682217,Widget C,Packaging,1457,79,11.036245826852728,0.40148471935270713
2025-11-18 22:51:23.682217,Widget B,Maintenance,1821,40,21.397475075281704,1.9863244684980268
2025-11-19 22:51:23.682217,Widget C,QC,687,38,18.89969981115916,1.8169520015405167
2025-11-20 22:51:23.682217,Widget B,Packaging,1138,64,17.344073169531868,1.1981780595485199
2025-11-21 22:51:23.682217,Widget C,Packaging,566,73,8.33688761700576,0.9295224363720639
2025-11-22 22:51:23.682217,Widget B,Packaging,1506,13,12.057177244312378,2.8216339508355825
2025-11-23 22:51:23.682217,Widget A,Maintenance,572,98,20.329821891866523,4.787966694035562
2025-11-24 22:51:23.682217,Widget C,Testing,1960,64,18.559232583928754,4.496680542822176
2025-11-25 22:51:23.682217,Gadget Y,Packaging,555,96,15.104578242391058,0.9594979756454253
2025-11-26 22:51:23.682217,Widget A,Assembly,1338,58,17.000995394533028,3.799523228139413
2025-11-27 22:51:23.682217,Widget B,Maintenance,635,24,19.171854891300974,2.618576486073254
2025-11-28 22:51:23.682217,Widget C,Maintenance,1050,36,18.089177063209647,4.37547291048175
2025-11-29 22:51:23.682217,Gadget Y,Testing,1997,86,19.935980787612678,4.315669059973894
2025-11-30 22:51:23.682217,Widget C,QC,1161,50,16.527640960871516,1.2832125601891575
2025-12-01 22:51:23.682217,Widget A,Maintenance,1060,5,17.640508665025227,0.5256570526651383
2025-12-02 22:51:23.682217,Widget A,Testing,1019,47,16.882779345853223,3.3859106873813856
2025-12-03 22:51:23.682217,Widget A,Assembly,1419,36,22.59736106776574,0.5828407377398503
2025-12-04 22:51:23.682217,Widget B,Packaging,759,25,13.735323894260299,3.396580124977161
2025-12-05 22:51:23.682217,Gadget Y,QC,1523,49,9.730393273441566,3.130135822177534
2025-12-06 22:51:23.682217,Widget C,Assembly,1306,88,12.378936668921844,4.270551658187486
2025-12-07 22:51:23.682217,Gadget Y,Maintenance,919,41,13.038667976311938,1.7639032944265964
2025-12-08 22:51:23.682217,Widget B,Assembly,1932,32,21.81540469929795,4.9777151403860325
2025-12-09 22:51:23.682217,Widget B,Packaging,1381,17,12.619607812708994,4.834996839234559
2025-12-10 22:51:23.682217,Widget A,Maintenance,1478,41,18.36773500334816,4.372186510427382
2025-12-11 22:51:23.682217,Widget A,Testing,1412,65,8.239007319348433,0.882112961195104
2025-12-12 22:51:23.682217,Gadget X,Testing,1750,8,15.724619865431494,1.468268396045704
2025-12-13 22:51:23.682217,Gadget X,Testing,1815,81,8.292046560243893,3.7510104764343817
2025-12-14 22:51:23.682217,Widget B,QC,643,95,16.351859402858206,1.5453276666894018
2025-12-15 22:51:23.682217,Gadget Y,Testing,1419,6,9.51427325029469,0.1560126334693679
2025-12-16 22:51:23.682217,Widget A,Maintenance,1427,30,16.202149236753634,1.18624498976031
2025-12-17 22:51:23.682217,Gadget X,QC,1651,8,11.998607500579634,3.1699584483607763
2025-12-18 22:51:23.682217,Widget A,Maintenance,810,14,21.56857616257637,1.87931091184238
2025-12-19 22:51:23.682217,Widget B,Maintenance,1284,14,22.125115810626994,0.17590974895997036
2025-12-20 22:51:23.682217,Widget C,Assembly,1803,5,12.12730386672208,2.126992454906098
2025-12-21 22:51:23.682217,Widget C,QC,1008,45,15.499457451890981,4.027554249062098
2025-12-22 22:51:23.682217,Gadget X,Assembly,1245,29,8.9696224735396,3.884674844731815
2025-12-23 22:51:23.682217,Gadget X,Assembly,1598,78,13.925774758987384,0.7234174872188243
2025-12-24 22:51:23.682217,Gadget X,QC,1736,57,22.345393496107846,1.477910239848308
2025-12-25 22:51:23.682217,Gadget Y,Assembly,703,64,22.999887735241874,0.9317692405103473
2025-12-26 22:51:23.682217,Widget B,Maintenance,1727,32,17.784284429739152,3.650230124782667
2025-12-27 22:51:23.682217,Widget C,Maintenance,928,88,16.38567648889857,1.3370062605997517
2025-12-28 22:51:23.682217,Gadget X,Assembly,1033,48,23.526148361732147,1.02250592144968
2025-12-29 22:51:23.682217,Widget C,QC,1138,24,21.676969419299567,2.452649926921219
2025-12-30 22:51:23.682217,Widget B,Packaging,1104,17,10.619912664750029,1.4295731720429976
2025-12-31 22:51:23.682217,Gadget X,Packaging,994,54,18.775807070801537,2.6994246751388014
2026-01-01 22:51:23.682217,Widget C,QC,1254,92,19.89667277830597,4.409753266904622
2026-01-02 22:51:23.682217,Widget C,Maintenance,913,89,12.415784969881297,4.481459020549018
2026-01-03 22:51:23.682217,Widget A,Testing,1886,12,15.415824351042328,0.3799724359005119
2026-01-04 22:51:23.682217,Gadget X,Maintenance,1141,18,21.379842186086172,3.8646282386567647
2026-01-05 22:51:23.682217,Widget C,QC,597,41,22.315809676725692,3.055761170807619
2026-01-06 22:51:23.682217,Widget B,Assembly,1914,86,14.435903271874823,2.369772724249021
2026-01-07 22:51:23.682217,Widget A,Testing,1701,38,11.752806961938111,1.84250702350031
2026-01-08 22:51:23.682217,Widget A,Maintenance,1146,85,14.501140872731542,4.2901242949856595
2026-01-09 22:51:23.682217,Widget B,Testing,727,74,21.865404211778888,3.6669771004445617
2026-01-10 22:51:23.682217,Gadget X,Assembly,928,63,15.189000938587471,2.3071407429850006
2026-01-11 22:51:23.682217,Widget B,QC,1211,71,18.48253934470858,1.7799596094286212
2026-01-12 22:51:23.682217,Gadget X,QC,548,68,15.731259167666831,2.4293945730376065
2026-01-13 22:51:23.682217,Widget B,Assembly,1035,58,14.758654544868337,3.659695698197394
2026-01-14 22:51:23.682217,Widget B,Packaging,639,58,10.922708161455793,2.406582226583394
